GENE	SLMC2	CGH1	CGH2	UST4	UST1	SLMC5	SLMC6	CGH6	CGH5	UST5	UST2	SLMC4	UST3	CGH3	UST6	SLMC1	SLMC3	CGH4
1582_tnpA_EF628292.1	2	123	302	59	34	205	21	46	125	30	33	169	87	171	40	38	138	168
1218_tnpA_AB985521.1	15	98	115	12	8	50	10	36	117	5	13	36	9	61	24	10	25	92
129_repUS7__rep(pHTbeta)_AB183714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1557_tnpA_AJ829923.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
528_tnpA_KT282968.1	19	544	883	162	36	245	51	379	282	47	29	180	116	334	81	57	132	491
1050_ISSfl3_AL391753	0	1	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0
1133_tnpA_KR822246.1	0	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	2
1004_tnpA_KT779035.1	0	2280	1065	1239	933	172	130	297	81	52	1265	421	1282	81	630	291	4346	4195
360_tniA_LC155906.1	70	197	298	12	8	111	30	94	122	24	41	93	16	147	47	23	57	135
127_repUS5__CDS20(pETB)_NC003265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2257_tnpA-IS683_KP347127.1	1	5	0	0	5	0	2	0	0	0	6	1	21	0	1	3	0	5
1564_IS679_NC002142	0	5	0	1	1	1	0	2	0	0	0	0	1	0	1	0	0	3
2367_ISBthe5_NC004663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1522_tnpA_AY327575.2	2	129	297	120	11	156	22	36	217	83	48	109	66	180	68	31	126	169
514_IS91_MRWY01000004.1	2	192	392	99	28	323	36	61	211	88	55	201	61	182	100	53	203	187
1056_IS91_CP019240.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10_rep3_2_rep165(pBMB165)_DQ242517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11_rep3_3_rep(pBT9727)_CP000047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2475_tnpA_APFX01000025.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
823_tnpA_ADOU02000001.1	0	8	1	148	317	2	3	16	81	94	34	3	301	2	63	9	13	16
1445_tnpA_CP000355.2	0	0	0	0	0	0	0	0	0	2	0	0	0	4	1	1	0	0
2041_tnpA_AE007872.2	0	3	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
1082_tnpA_CP015834.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2687_IS91_CP019238.1	5	85	194	58	11	141	15	19	111	16	24	87	53	112	29	23	83	106
517_tnpA_U66917.2	5	148	454	129	29	235	38	68	192	59	71	197	87	241	96	52	168	173
1706_tnpA_AF086815.2	0	47	30	111	21	37	12	19	71	59	111	12	82	178	36	11	43	23
1138_tnpA_KJ588779.1	4	49	50	13	20	25	3	58	53	21	23	41	11	89	14	17	18	69
1825_tnpA1353_KJ541071.1	0	0	14	0	0	4	0	1	0	0	0	1	1	42	0	0	0	0
2212_tnpA_AJ245804.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
9_rep3_1_rep63A(pAW63)_BTH011655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12_rep3_4_CDS38(pOX2)_NC002146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1654_tnpAB_CP000352.1	0	115	214	15	53	6	3	6	23	33	10	6	8	30	31	0	5	3
771_tnpA_ISKpn24_KR822247.1	0	0	0	0	4	0	1	0	0	0	2	0	4	0	2	0	0	1
2322_IS91_CP019242.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
824_ISCR-orf513__FJ012881.1	0	69	39	7	1	0	0	11	18	0	0	1	3	2	3	0	17	108
1556_tnpA_LC075717.1	0	27	19	17	8	26	13	8	26	13	35	12	8	11	24	16	25	9
1870_istA3_LK391695.1	16	25	36	9	4	18	39	11	24	13	52	3	17	36	28	16	36	33
2695_tnpA_EU503121.1	7	867	264	46	105	330	63	113	1333	283	37	180	26	146	451	57	443	491
61_rep12_1_CDS32(pBMB67)_DQ363750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
829_IS91_MOFD01000166.1	11	579	284	16	36	174	83	54	277	23	12	69	10	24	82	51	106	109
1136_tnpA_JX570731.1	3	386	140	39	58	175	26	62	705	151	26	138	20	92	317	37	551	293
1765_tnpA_CP012901.1	5	268	82	13	37	135	16	48	418	75	14	48	12	27	116	19	160	123
2382_tnp-ISCR5_AM849110.1	6	355	120	23	41	110	23	48	507	98	33	115	8	93	185	24	184	217
2573_tnpA_KU961660.2	3	495	147	41	44	180	23	83	988	166	23	96	19	129	252	35	535	313
485_ISCR21_JN872329.1	16	580	199	67	83	377	60	113	1330	91	34	155	30	173	337	70	1266	463
565_tnp-ISCR5b_AM849110.1	1	430	183	39	34	195	30	62	665	117	25	102	17	112	249	37	485	243
719_IS91_MIVX01000023.1	9	261	79	27	31	114	13	52	621	72	16	80	4	78	155	22	250	203
2042_tnpA_CAGT01000190.1	0	0	0	1	1	0	0	1	2	2	2	0	9	2	1	1	0	4
2670_tnpA_CP000352.1	0	0	2	4	1	4	0	1	1	1	7	0	4	3	3	0	3	0
2116_IS91_FN649418.1	11	17	10	17	19	5	8	11	6	5	5	7	22	7	14	8	7	20
1468_istA_CTRI01000001.1	25	0	0	0	0	0	379	4	1	0	3	0	0	0	0	1	1	0
1304_tnpA_CP006772.1	24	5	35	2	0	241	36	6	18	1	0	295	4	498	0	9	42	35
1847_IS91_CP018031.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1958_istA_KU130294.1	0	7	4	66	8	7	3	10	52	155	53	0	69	31	19	0	4	23
1966_istA_AB270530.1	0	14	26	3	6	7	0	5	8	8	9	6	0	30	13	2	2	6
2339_istA15_LK391695.1	0	4	2	28	0	91	0	1	14	5	24	58	19	13	7	2	14	16
2485_istA17_LK391695.1	0	4	2	19	0	11	1	6	20	4	24	10	15	7	36	0	9	16
735_istA7_HG916826.1	0	4	5	19	1	75	2	4	20	2	16	56	4	2	9	1	48	15
820_istA1_HG916826.1	0	4	4	13	1	27	1	3	23	4	8	18	15	10	22	1	8	18
133_repUS11__CDS16(pTEF3)_AE016832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
2421_IS91_MKEM01000335.1	3	738	222	47	83	323	33	114	1258	245	46	179	38	188	457	60	573	446
62_rep12_2_CDS1(plasmid)_AY278324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1199_istA_KU254577.1	0	11	14	35	3	54	2	8	44	11	36	47	42	22	112	1	24	55
123_repUS1__ORF(E.faeciumContig1258)_JDOE	0	0	0	24	0	0	0	0	3	0	1	0	0	0	54	0	0	1
548_istA_KU254577.1	0	7	5	24	0	27	2	6	43	7	38	25	22	6	54	1	12	15
2636_istA_JX194160.1	1	38	30	15	5	84	26	10	24	49	18	23	11	17	5	17	76	27
1340_tniA_JX194160.1	7	3	5	22	52	21	15	2	94	22	24	3	33	18	6	5	7	214
1345_istA_AB270530.1	40	259	538	87	34	65	4	66	48	115	22	67	8	230	78	4	18	91
7_rep2_1_ORF(E.faeciumContig1183)_JDOE	0	0	0	0	0	2	0	0	7	1	0	0	1	0	0	0	0	12
8_rep2_2_repR(pEF1)_DQ198088	0	0	0	0	0	4	0	0	1	0	0	2	0	0	0	0	0	3
1_rep1_1_repE(pAMbeta1)_AF007787	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	2	0
2568_tnpA_JN106175.1	1	88	101	163	8	131	26	83	283	35	24	178	85	201	46	8	202	240
2786_tnpA_CP000352.1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2_rep1_2_repS(pBT233)_X64695	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	1
3_rep1_3_repR(pGB354)_U83488	0	0	0	1	0	0	0	0	2	2	0	0	0	1	2	0	2	3
4_rep1_4_repE(orf17)_NC011140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
5_rep1_5_CDS6(pRE25)_X92945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1
6_rep1_6_repE(pTEF1)_AE016833	0	0	1	3	1	1	0	0	0	0	1	0	0	0	9	0	0	3
2122_IS91_CP018023.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
442_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2597_IS91_MNXT01000023.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1081_int3_CALN01000327.1	289	0	1	0	2	0	0	0	5	0	0	0	0	0	0	0	0	3
1531_tnpA_CP003565.1	1	15	27	6	9	2	9	1	15	22	2	0	2	13	6	1	36	22
1718_tnpA_CP011271.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
938_tnpA_BDLP01000034.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1292_tnpA_AB238971.1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
2433_tnpA1_CP002153.1	0	0	0	8	0	0	0	1	6	4	6	0	2	1	0	0	0	6
1333_tnpA_FJDF01000007.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1642_tnpAIS50-A_KF056330.2	1	30	9	44	0	2	2	14	19	1	7	2	1	12	0	0	6	72
285_tniA_HQ662557.1	74	235	310	20	9	114	41	112	162	30	27	82	17	169	51	27	53	134
2706_tnpA_KX710093.1	0	6	12	9	2	20	28	57	14	2	0	16	3	81	4	6	18	24
2733_tnpA_AY823680.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2236_tnpA_CAGD01000034.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1722_IS91_KX957972.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2411_tnpA_EF222275.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2560_tnpA_JN630467.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
768_tnpA3_CP002879.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1343_tnpA_5_FJNZ01000013.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1497_tnpA_FJAO01000001.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1528_tnpA_JN849689.1	0	6	0	24	1	2	0	11	35	0	4	1	5	22	0	0	6	59
579_tnpA_2_FJNY01000001.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1548_tnpA_FCOK02000138.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1519_tnpA_EU503121.1	6	271	96	18	53	119	16	47	579	69	8	61	8	87	122	41	259	181
1761_tnpA_HM370391.1	0	8	4	48	3	1	2	4	0	2	2	0	3	15	0	0	1	3
2001_tnpA_KU666837.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
530_tnpA_KT225462.1	0	25	15	1	13	0	0	0	0	0	2	0	8	3	1	0	0	40
2725_IS91_MNUL01000039.1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0
1236_tnpA_KX029332.1	0	2	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3
1378_tnpA_CCWG01000122.1	90	16	25	1	3	0	4	7	40	1	2	8	1	20	1	3	4	49
1820_tnpA_AY437915.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1127_tnpA_AP014809.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
1799_tnpA_JMTN01000004.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
730_tnpA_KX117210.1	0	0	0	0	2	0	0	1	0	0	0	0	5	0	0	0	0	1
759_tnpA_CP000352.1	0	0	2	1	0	5	0	0	1	0	6	3	0	3	0	0	3	1
1997_tnpA_CCKE01000172.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1821_tnpA_FLQZ01000083.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
438_tnpA_DQ126685.1	0	1	0	1	0	4	0	0	0	0	2	0	20	0	5	0	0	0
1478_tnpA_JOQR01000001.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2089_tnpA_CYEY01000102.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
2797_tnpA_U66917.2	0	0	2	13	4	2	0	3	2	4	15	3	9	25	0	2	1	12
391_tnpAcp2_KJ817377.1	0	23	24	47	6	3	1	13	3	6	33	1	43	69	5	4	10	23
850_tnpA_HQ219726.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140_repUS18__rep(pKKS825)_FN377602.2	4	0	3	0	0	2	0	0	1	0	5	2	1	2	150	0	9	5
1085_tnpA_AM420293.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2198_tnpA_KX710093.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
955_tnpA_JQ318854.1	0	7	18	63	20	9	2	5	6	0	32	7	8	8	82	2	5	24
2377_IS91_APJX01000011.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2754_tnpA_CYGH01000010.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
779_tnpA_GU067641.1	334	4702	11505	575	279	2010	301	1818	2806	784	787	1062	675	4684	2377	293	534	3085
2250_tniB_AGFM01000122.1	0	8	5	9	2	2	0	0	7	30	12	3	35	12	35	0	1	1
2774_tnpA_CDAH01000009.1	0	4	2	0	0	0	0	0	3	0	0	0	0	0	1	0	0	4
2064_IS91_CP019240.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2722_ISCra1_DQ787200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2712_tnpA_FCNZ02000046.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
390_tnpA_FN806773.1	0	4	6	10	8	4	0	0	5	11	14	5	13	0	32	8	1	3
1374_tnpA_JEMZ01000267.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1894_IS91_LM651928.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
993_tnpA_AF403298.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18	0	0	0
313_tnpA_CT573071.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1376_tnpA_CCXZ01000025.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
535_tnpA_FN806773.1	66	26	14	62	110	5	8	63	25	28	34	18	52	5	93	14	11	35
1643_tnpA_JEMY01000043.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2491_tnpA_KX356458.1	5	6	9	12	16	8	7	9	7	10	8	11	14	13	5	12	16	4
584_tnpA_AM086403.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1479_tnpA_AB031212.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
483_tnpA_HE577623.1	0	0	1	0	0	70	0	5	32	1	0	0	1	23	1	0	1	12
1071_int3_HG916826.1	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
1260_tnpA_AY351675.1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	6	0	0	9
630_tnpA_AY439015.3	24	141	36	25	758	4	33	413	21	46	490	19	107	19	136	34	9	6
836_tnpA_AE014299.2	0	0	1	0	0	0	0	0	2	0	0	0	0	22	0	0	0	1
1089_tnpA_KF295829.1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
400_tnpA_KT378598.1	0	14	5	0	0	0	0	10	5	1	2	0	0	1	0	0	0	13
532_IS91_MQAA01000013.1	0	0	0	6	0	0	0	1	0	0	6	4	0	0	80	0	0	7
979_tnpA_KX810025.1	0	0	0	1	0	0	0	2	60	0	0	0	0	0	13	0	0	11
1326_tnpA_AF052055.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1547_tnpA_U66917.2	0	2	1	1	1	14	0	0	3	7	5	3	0	1	0	0	2	2
2332_tnpA_AB183145.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2788_tnpA_CP002919.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
648_tnpA_CCYP01000054.1	16	8	9	15	5	0	2	5	3	7	15	3	9	5	21	4	4	18
2007_tnpA_AF042490.4	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
2083_tnpA_CP003732.1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
339_tnpA_FN806773.1	3	0	0	0	12	0	1	4	2	1	3	3	0	0	2	3	0	0
344_tnpA_LM676437.1	26	9	7	5	28	2	1	2	21	26	32	2	4	6	7	4	6	30
489_tnpA_FN806773.1	6	1	0	1	3	0	1	1	0	1	2	0	7	0	10	0	1	0
812_tnpA_CDAH01000040.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
895_tnpA_FN806773.1	1	6	2	1	0	0	0	1	0	1	0	0	0	1	0	0	0	3
288_tnpA_HE577623.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1839_tnpAISSm4_KJ541068.1	0	2	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	3
2074_tnpAa_AB088420.3	0	0	0	0	0	5	0	0	6	0	1	3	0	3	98	0	0	1
2350_tnpA3_CDAZ01000010.1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
2581_IS1166_U08850	0	6	1	0	1	0	0	6	4	1	2	0	3	0	3	0	0	8
1447_tnpA_CP002291.1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0
2058_ISCR20-transposase_GU441460.1	0	0	5	0	0	3	1	0	3	0	0	1	0	4	0	0	0	4
1861_tnpA_FJ866609.1	1	0	1	3	0	1	0	0	51	0	0	0	1	0	0	0	4	96
2437_tnpA_KJ488943.1	0	1	1	0	0	0	0	0	5	0	0	0	0	22	0	0	0	2
932_tnpA_AF109404.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1735_IS91_MLYM01000036.1	4	48	59	9	9	130	296	395	58	11	6	72	6	89	50	56	41	90
1880_IS91_CP018031.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1235_tnpA_AM286690.1	0	17	5	1	5	43	2	4	14	1	16	14	4	5	3	0	10	11
1385_IS91_MPUM01000119.1	6	357	128	34	51	208	23	78	808	93	18	115	7	115	260	45	614	274
1464_tnpA_ANKQ01000003.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2105_tnpA_DQ473406.1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2791_tnpA_BX571859.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981_tnpA_AOCI01000135.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2204_tnpA_AB646744.1	77	17	28	39	7	122	3	111	173	53	12	277	149	43	8	7	354	338
2533_tnpA_AOCI01000205.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1180_tnpA_AM286690.1	0	11	10	3	4	64	4	6	16	1	22	9	13	12	1	2	16	14
142_repUS20__rep(pAVX)_CP001784.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307_IS91_AGTD01000005.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1157_tnpA_JIDP01000002.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
545_tnpA(ISnew)_AJ698325.1	0	51	9	60	4	20	2	12	10	0	9	0	7	2	1	0	7	69
347_istA_DQ125241.2	0	7	19	71	9	6	14	9	18	8	72	25	354	51	2	7	176	20
871_tnpA_AY779042.1	0	0	0	0	0	23	0	0	26	27	0	0	0	10	0	0	0	12
2009_tnpA_KP125893.1	0	1	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
2415_tnpA_7_KU665642.1	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
132_repUS10__CDS25(pSSP1)_AP008935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
789_tnpA_CP002474.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1
2408_int2_AE017042.1	0	0	0	1	6	0	0	0	0	0	1	0	4	0	2	0	0	0
2710_tnpA_AY939911.1	6	93	277	171	57	180	8	77	105	6	111	201	19	143	83	18	35	306
589_int3_LN890524.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1295_tnpA_FCOX02000267.1	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1520_tnpA_HE613569.1	4	96	21	543	84	355	20	112	60	2	216	6	34	3	64	0	37	333
2344_istA13_LK391695.1	0	0	3	13	3	1	0	7	15	61	11	0	27	20	109	0	16	6
2580_tnpA_JN106175.1	4	41	96	38	16	64	12	19	37	9	18	52	32	68	23	12	59	46
2605_tnpA_JN106167.1	4	133	428	67	19	137	12	29	177	65	47	80	59	93	100	21	101	140
521_tnpA_AJ318089.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
705_tnpA_HE613569.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
765_tnpA_HE613569.1	2	11	0	2	8	59	1	40	29	0	0	8	3	0	17	0	58	143
667_tnpA_CBSV010000057.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1309_tnpA_KP834592.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1828_tnpA_AB434906.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1905_tnpA_FP885897.1	38	151	26	1	9	176	13	17	23	16	5	428	4	16	15	270	194	40
2321_tnpA_CP000352.1	38	110	114	1	10	236	6	22	10	4	5	644	8	6	11	162	253	27
309_tnpA_JQ690540.1	0	1	3	0	0	0	0	5	61	0	0	0	0	100	0	0	0	7
738_tnpA_FP885907.1	91	98	31	0	5	131	10	14	19	15	3	331	3	16	14	69	162	27
724_ISCre2_NC015673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
847_IS91_LK021130.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
898_IS91_CP019296.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1831_tnpA_AY639948.1	11	354	361	15	58	794	28	93	43	90	79	2005	26	25	49	352	941	102
1167_tnpA_LROM01000066.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1675_IS91_CP018682.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
392_tnpA_JN106170.1	1	57	135	54	8	79	12	23	66	13	14	80	47	96	29	25	65	48
1425_IS91_KX957972.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1814_int3_HE617160.1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0
1904_tniA_KF439868.1	2	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0
915_tnpA_AY607844.2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2093_IS91_MQRH01000048.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1612_tnpA_DQ257628.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1823_tnpA_DQ257629.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2550_tnpA6_HE578057.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2761_tnpA_FLLH01000004.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
2256_tnpA_LN854557.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
997_tnpA_AF342826.1	0	1	1	6	7	0	0	4	0	0	0	0	1	0	1	0	1	0
1072_int2_CP003859.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1604_int2_FR824043.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
1990_tnpA_LT608328.1	0	1	6	0	0	0	0	6	25	0	0	0	0	3	0	0	0	82
2729_tnpA_KU736870.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
281_ISCR-orf513_KJ186154.1	4	51	50	1	0	21	0	18	43	16	78	0	22	38	29	2	10	109
817_tnpA_ISSod37_AE014300.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
970_IS91_MOMM01000027.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1973_tnpA_KX029332.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
957_tnpA_KX029332.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1457_IS91_MQRH01000053.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1558_tnpA_U13767.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1591_int2_ADFW01000002.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1747_IS91_MJVB01000022.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2275_tnpA_AOCI01000012.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
443_tnpA_CT573071.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
600_IS91_MJIC01000004.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
984_IS91_MQRH01000041.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1101_tnpA_CTRJ01000004.1	0	5	10	4	0	1	0	10	20	0	0	0	0	1	0	0	2	3
1111_tnpA_FR854090.1	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1
1881_IS91_MNQS01000105.1	1	0	2	2	0	4	0	1	0	1	0	8	0	2	0	0	3	7
2051_tnpA_KU167609.1	0	1	4	0	5	0	0	0	0	0	0	0	3	0	0	0	0	3
2534_tnpA_LN899827.1	1	0	1	1	0	10	1	1	1	0	1	0	0	1	0	0	12	1
578_tnpA_BX571965.1	4	1	0	0	0	2	0	3	4	0	0	0	0	0	0	0	0	0
2696_tnpA_U14952.1	2	1125	164	73	82	59	8	270	93	27	27	288	20	121	46	19	1226	486
2181_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1395_Int-Tn916_KC414929.1	22	7	8	58	14	46	12	5	6	3	8	7	0	2	32	3	1	29
1584_int2_CP003858.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
1394_istA11_LK391695.1	0	2	1	0	0	26	0	5	11	4	1	12	1	4	0	0	1	10
1676_tnpA_AF079317.1	0	53	52	7	9	9	2	5	40	29	61	17	25	176	80	6	9	23
319_tnpA_ISSod3_AE014300.1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
945_tnpA_AB032203.1	14	483	1248	363	227	573	28	47	526	397	902	427	218	1323	998	69	272	394
949_tnpA_CP000646.1	0	2	0	4	0	0	0	0	4	0	3	0	0	0	1	0	0	5
1344_tnpA_AF060871.1	309	1	0	0	0	4	0	93	10	0	0	0	19	28	0	2	0	14
